"Nom_de_la_commune","#Code_commune_INSEE","Code_postal","Ligne_5"
"DEUILLET","02262","02700",
"DHUIZEL","02263","02220",
"DIZY LE GROS","02264","02340",
"DOHIS","02265","02360",
"DOLIGNON","02266","02360",
"DOMMIERS","02267","02600",
"DOMPTIN","02268","02310",
"DORENGT","02269","02450",
"DOUCHY","02270","02590",
"DRAVEGNY","02271","02130",
"DROIZY","02272","02210",
"DURY","02273","02480",
"EBOULEAU","02274","02350",
"EFFRY","02275","02500",
"ENGLANCOURT","02276","02260",
"EPAGNY","02277","02290",
"EPARCY","02278","02500",
"EPAUX BEZU","02279","02400",
"EPIEDS","02280","02400",
"L EPINE AUX BOIS","02281","02540",
"EPPES","02282","02840",
"ERLON","02283","02250",
"ERLOY","02284","02260",
"ESQUEHERIES","02286","02170",
"ESSIGNY LE GRAND","02287","02690",
"ESSIGNY LE PETIT","02288","02100",
"ESSISES","02289","02570",
"ESSOMES SUR MARNE","02290","02400",
"ESTREES","02291","02420",
"ETAMPES SUR MARNE","02292","02400",
"ETAVES ET BOCQUIAUX","02293","02110",
"ETOUVELLES","02294","02000",
"ETREAUPONT","02295","02580",
"ETREILLERS","02296","02590",
"ETREPILLY","02297","02400",
"ETREUX","02298","02510",
"EVERGNICOURT","02299","02190",
"FAVEROLLES","02302","02600",
"FAYET","02303","02100",
"LA FERE","02304","02800",
"FERE EN TARDENOIS","02305","02130",
"LA FERTE CHEVRESIS","02306","02270",
"LA FERTE MILON","02307","02460",
"LA FERTE MILON","02307","02460","MOSLOY"
"FESMY LE SART","02308","02450",
"FESMY LE SART","02308","02450","LE SART"
"FESTIEUX","02309","02840",
"FIEULAINE","02310","02110",
"LA FLAMENGRIE","02312","02260",
"FLAVIGNY LE GRAND ET BEAURAIN","02313","02120",
"FLAVY LE MARTEL","02315","02520",
"FLEURY","02316","02600",
"FLUQUIERES","02317","02590",
"FOLEMBRAY","02318","02670",
"FONSOMME","02319","02110",
"FONTAINE LES CLERCS","02320","02680",
"FONTAINE LES VERVINS","02321","02140",
"FONTAINE NOTRE DAME","02322","02110",
"FONTAINE UTERTE","02323","02110",
"FONTENELLE","02324","02170",
"FONTENOY","02326","02290",
"FORESTE","02327","02590",
"FOSSOY","02328","02650",
"FOURDRAIN","02329","02870",
"FRANCILLY SELENCY","02330","02760",
"FRANQUEVILLE","02331","02140",
"FRESNES EN TARDENOIS","02332","02130",
"FRESNES SOUS COUCY","02333","02380",
"FRESNOY LE GRAND","02334","02230",
"FRESSANCOURT","02335","02800",
"FRIERES FAILLOUEL","02336","02700",
"FROIDESTREES","02337","02260",
"FROIDMONT COHARTILLE","02338","02270",
"GANDELU","02339","02810",
"GAUCHY","02340","02430",
"GERCY","02341","02140",
"GERGNY","02342","02260",
"GERMAINE","02343","02590",
"GIBERCOURT","02345","02440",
"GIZY","02346","02350",
"GLAND","02347","02400",
"GOUDELANCOURT LES BERRIEUX","02349","02820",
"GOUDELANCOURT LES PIERREPONT","02350","02350",
"GOUSSANCOURT","02351","02130",
"GOUY","02352","02420",
"GRANDLUP ET FAY","02353","02350",
"GRANDRIEUX","02354","02360",
"GRICOURT","02355","02100",
"GRISOLLES","02356","02210",
"GRONARD","02357","02140",
"GROUGIS","02358","02110",
"GRUGIES","02359","02680",
"VILLENEUVE SUR AISNE","02360","02190","GUIGNICOURT"
"VILLENEUVE SUR AISNE","02360","02190","MENNEVILLE"
"GUISE","02361","02120",
"GUIVRY","02362","02300",
"GUNY","02363","02300",
"GUYENCOURT","02364","02160",
"HANNAPES","02366","02510",
"HAPPENCOURT","02367","02480",
"HARAMONT","02368","02600",
"HARCIGNY","02369","02140",
"HARGICOURT","02370","02420",
"HARLY","02371","02100",
"HARTENNES ET TAUX","02372","02210",
"HARY","02373","02140",
"LEHAUCOURT","02374","02420",
"HAUTEVESNES","02375","02810",
"HAUTEVILLE","02376","02120",
"HAUTION","02377","02140",
"LA HERIE","02378","02500",
"LE HERIE LA VIEVILLE","02379","02120",
"HINACOURT","02380","02440",
"HIRSON","02381","02500",
"HOLNON","02382","02760",
"HOMBLIERES","02383","02720",
"HOURY","02384","02140",
"HOUSSET","02385","02250",
"IRON","02386","02510",
"ITANCOURT","02387","02240",
"IVIERS","02388","02360",
"JAULGONNE","02389","02850",
"JEANCOURT","02390","02490",
"JEANTES","02391","02140",
"JONCOURT","02392","02420",
"JOUAIGNES","02393","02220",
"JUMENCOURT","02395","02380",
"JUMIGNY","02396","02160",
"JUSSY","02397","02480",
"JUVIGNY","02398","02880",
"JUVINCOURT ET DAMARY","02399","02190",
"LAFFAUX","02400","02880",
"LAIGNY","02401","02140",
"LANCHY","02402","02590",
"LANDIFAY ET BERTAIGNEMONT","02403","02120",
"LANDOUZY LA COUR","02404","02140",
"LANDOUZY LA VILLE","02405","02140",
"LANDRICOURT","02406","02380",
"LANISCOURT","02407","02000",
"LAON","02408","02000",
"LAPPION","02409","02150",
"LARGNY SUR AUTOMNE","02410","02600",
"LATILLY","02411","02210",
"LAUNOY","02412","02210",
"LAVAL EN LAONNOIS","02413","02860",
"LAVAQUERESSE","02414","02450",
"LAVERSINE","02415","02600",
"LEME","02416","02140",
"LEMPIRE","02417","02420",
"LERZY","02418","02260",
"LESCHELLE","02419","02170",
"LESDINS","02420","02100",
"LESGES","02421","02220",
"LESQUIELLES ST GERMAIN","02422","02120",
"LEUILLY SOUS COUCY","02423","02380",
"LEURY","02424","02880",
"LEUZE","02425","02500",
"LEVERGIES","02426","02420",
"LHUYS","02427","02220",
"LICY CLIGNON","02428","02810",
"LIERVAL","02429","02860",
"LIESSE NOTRE DAME","02430","02350",
"LIEZ","02431","02700",
"LIME","02432","02220",
"LISLET","02433","02340",
"LOGNY LES AUBENTON","02435","02500",
"LONGPONT","02438","02600",
"LES SEPTVALLONS","02439","02160","BARBONVAL"
"LES SEPTVALLONS","02439","02160","GLENNES"
"LES SEPTVALLONS","02439","02160","LONGUEVAL BARBONVAL"
"LES SEPTVALLONS","02439","02160","MERVAL"
"LES SEPTVALLONS","02439","02160","PERLES"
"LES SEPTVALLONS","02439","02160","REVILLON"
"LES SEPTVALLONS","02439","02160","VAUXCERE"
"LES SEPTVALLONS","02439","02160","VILLERS EN PRAYERES"
"LOR","02440","02190",
"LOUATRE","02441","02600",
"LOUPEIGNE","02442","02130",
"LUCY LE BOCAGE","02443","02400",
"LUGNY","02444","02140",
"LUZOIR","02445","02500",
"LY FONTAINE","02446","02440",
"MAAST ET VIOLAINE","02447","02220",
"MACHECOURT","02448","02350",
"MACOGNY","02449","02470",
"MACQUIGNY","02450","02120",
"MAGNY LA FOSSE","02451","02420",
"MAISSEMY","02452","02490",
"MAIZY","02453","02160",
"LA MALMAISON","02454","02190",
"MALZY","02455","02120",
"MANICAMP","02456","02300",
"MARCHAIS","02457","02350",
"DHUYS ET MORIN EN BRIE","02458","02330","ARTONGES"
"DHUYS ET MORIN EN BRIE","02458","02540","FONTENELLE EN BRIE"
"DHUYS ET MORIN EN BRIE","02458","02540","LA CELLE SOUS MONTMIRAIL"
"DHUYS ET MORIN EN BRIE","02458","02540","MARCHAIS EN BRIE"
"MARCY","02459","02720",
"MARCY SOUS MARLE","02460","02250",
"MAREST DAMPCOURT","02461","02300",
"MAREUIL EN DOLE","02462","02130",
"MARFONTAINE","02463","02140",
"MARGIVAL","02464","02880",
"MARIGNY EN ORXOIS","02465","02810",
"MARIZY STE GENEVIEVE","02466","02470",
"MARIZY ST MARD","02467","02470",
"MARLE","02468","02250",
"MARLY GOMONT","02469","02120",
"MARTIGNY","02470","02500",
"MARTIGNY COURPIERRE","02471","02860",
"MAUREGNY EN HAYE","02472","02820",
"MAYOT","02473","02800",
"MENNESSIS","02474","02700",
"MENNEVRET","02476","02630",
"MERCIN ET VAUX","02477","02200",
"MERLIEUX ET FOUQUEROLLES","02478","02000",
"MESBRECOURT RICHECOURT","02480","02270",
"MESNIL ST LAURENT","02481","02720",
"MEURIVAL","02482","02160",
"MEZIERES SUR OISE","02483","02240",
"MEZY MOULINS","02484","02650",
"MISSY AUX BOIS","02485","02200",
"MISSY LES PIERREPONT","02486","02350",
"MISSY SUR AISNE","02487","02880",
"MOLAIN","02488","02110",
"MOLINCHART","02489","02000",
"MONAMPTEUIL","02490","02000",
"MONCEAU LE NEUF ET FAUCOUZY","02491","02270",
"MONCEAU LES LEUPS","02492","02270",
"MONCEAU LE WAAST","02493","02840",
"MONCEAU SUR OISE","02494","02120",
"MONDREPUIS","02495","02500",
"MONNES","02496","02470",
"MONS EN LAONNOIS","02497","02000",
"MONTAIGU","02498","02820",
"MONTBAVIN","02499","02000",
"MONTBREHAIN","02500","02110",
"MONTCHALONS","02501","02860",
"MONTCORNET","02502","02340",
"MONT D ORIGNY","02503","02390",
"MONTESCOURT LIZEROLLES","02504","02440",
"MONTFAUCON","02505","02540",
"MONTGOBERT","02506","02600",
"MONTGRU ST HILAIRE","02507","02210",
"MONTHENAULT","02508","02860",
"MONTHIERS","02509","02400",
"MONTHUREL","02510","02330",
"MONTIGNY EN ARROUAISE","02511","02110",
"MONTIGNY L ALLIER","02512","02810",
"MONTIGNY LE FRANC","02513","02250",
"MONTIGNY LENGRAIN","02514","02290",
"MONTIGNY LES CONDE","02515","02330",
"MONTIGNY SOUS MARLE","02516","02250",
"MONTIGNY SUR CRECY","02517","02270",
"MONTLEVON","02518","02330",
"MONTLOUE","02519","02340",
"MONT NOTRE DAME","02520","02220",
"MONTREUIL AUX LIONS","02521","02310",
"MONT ST JEAN","02522","02360",
"MONT ST MARTIN","02523","02220",
"MONT ST PERE","02524","02400",
"MORCOURT","02525","02100",
"MORGNY EN THIERACHE","02526","02360",
"MORSAIN","02527","02290",
"MORTEFONTAINE","02528","02600",
"MORTIERS","02529","02270",
"MOULINS","02530","02160",
"MOUSSY VERNEUIL","02531","02160",
"MOY DE L AISNE","02532","02610",
"MURET ET CROUTTES","02533","02210",
"MUSCOURT","02534","02160",
"NAMPCELLES LA COUR","02535","02140",
"NAMPTEUIL SOUS MURET","02536","02200",
"NANTEUIL LA FOSSE","02537","02880",
"NANTEUIL NOTRE DAME","02538","02210",
"NAUROY","02539","02420",
"NESLES LA MONTAGNE","02540","02400",
"NEUFCHATEL SUR AISNE","02541","02190",
"NEUFLIEUX","02542","02300",
"NEUILLY ST FRONT","02543","02470",
"NEUVE MAISON","02544","02500",
"LA NEUVILLE BOSMONT","02545","02250",
"LA NEUVILLE EN BEINE","02546","02300",
"LA NEUVILLE HOUSSET","02547","02250",
"LA NEUVILLE LES DORENGT","02548","02450",
"NEUVILLE ST AMAND","02549","02100",
"NEUVILLE SUR AILETTE","02550","02860",
"NEUVILLE SUR MARGIVAL","02551","02880",
"NEUVILLETTE","02552","02390",
"NIZY LE COMTE","02553","02150",
"NOGENTEL","02554","02400",
"NOGENT L ARTAUD","02555","02310",
"NOIRCOURT","02556","02340",
"NOROY SUR OURCQ","02557","02600",
"LE NOUVION EN THIERACHE","02558","02170",
"NOUVION ET CATILLON","02559","02270",
"NOUVION ET CATILLON","02559","02270","PONT A BUCY"
"NOUVION LE COMTE","02560","02800",
"NOUVION LE VINEUX","02561","02860",
"NOUVRON VINGRE","02562","02290",
"NOYALES","02563","02120",
"BERNOY LE CHATEAU","02564","02200","BERZY LE SEC"
"BERNOY LE CHATEAU","02564","02200","NOYANT ET ACONIN"
"OEUILLY","02565","02160",
"OGNES","02566","02300",
"OHIS","02567","02500",
"OIGNY EN VALOIS","02568","02600",
"OISY","02569","02450",
"OLLEZY","02570","02480",
"OMISSY","02571","02100",
"ORAINVILLE","02572","02190",
"ORGEVAL","02573","02860",
"ORIGNY EN THIERACHE","02574","02550",
"ORIGNY STE BENOITE","02575","02390",
"OSLY COURTIL","02576","02290",
"OSTEL","02577","02370",
"OULCHES LA VALLEE FOULON","02578","02160",
"OULCHY LA VILLE","02579","02210",
"OULCHY LE CHATEAU","02580","02210",
"OULCHY LE CHATEAU","02580","02210","CUGNY LES CROUTTES"
"PAARS","02581","02220",
"PAISSY","02582","02160",
"PANCY COURTECON","02583","02860",
"PAPLEUX","02584","02260",
"PARCY ET TIGNY","02585","02210",
"PARFONDEVAL","02586","02360",
"PARFONDRU","02587","02840",
"PARGNAN","02588","02160",
"PARGNY ET FILAIN","02589","02000","FILAIN"
"PARGNY ET FILAIN","02589","02000","PARGNY FILAIN"
"PARGNY LA DHUYS","02590","02330",
"PARGNY LES BOIS","02591","02270",
"PARPEVILLE","02592","02240",
"PASLY","02593","02200",
"PASSY EN VALOIS","02594","02470",
"PASSY SUR MARNE","02595","02850",
"PAVANT","02596","02310",
"PERNANT","02598","02200",
"PIERREMANDE","02599","02300",
"PIERREPONT","02600","02350",
"PIGNICOURT","02601","02190",
"PINON","02602","02320",
"PITHON","02604","02480",
"PLEINE SELVE","02605","02240",
"LE PLESSIER HULEU","02606","02210",
"PLOISY","02607","02200",
"PLOMION","02608","02140",
"PLOYART ET VAURSEINE","02609","02860",
"POMMIERS","02610","02200",
"PONT ARCY","02612","02160",
"PONTAVERT","02613","02160",
"PONTRU","02614","02490",
"PONTRUET","02615","02490",
"PONT ST MARD","02616","02380",
"POUILLY SUR SERRE","02617","02270",
"PREMONT","02618","02110",
"PREMONTRE","02619","02320",
"PRESLES ET BOVES","02620","02370",
"PRESLES ET THIERNY","02621","02860",
"PRIEZ","02622","02470",
"PRISCES","02623","02140",
"PROISY","02624","02120",
"PROIX","02625","02120",
"PROUVAIS","02626","02190",
"PROVISEUX ET PLESNOY","02627","02190",
"PUISEUX EN RETZ","02628","02600",
"PUISIEUX ET CLANLIEU","02629","02120",
"QUIERZY","02631","02300",
"QUINCY BASSE","02632","02380",
"QUINCY SOUS LE MONT","02633","02220",
"RAILLIMONT","02634","02360",
"RAMICOURT","02635","02110",
"REGNY","02636","02240",
"REMAUCOURT","02637","02100",
"REMIES","02638","02270",
"REMIGNY","02639","02440",
"RENANSART","02640","02240",
"RENNEVAL","02641","02340",
"RESIGNY","02642","02360",
"RESSONS LE LONG","02643","02290",
"RETHEUIL","02644","02600",
"REUILLY SAUVIGNY","02645","02850",
"RIBEAUVILLE","02647","02110",
"RIBEMONT","02648","02240",
"ROCOURT ST MARTIN","02649","02210",
"ROCQUIGNY","02650","02260",
"ROGECOURT","02651","02800",
"ROGNY","02652","02140",
"ROMENY SUR MARNE","02653","02310",
"ROMERY","02654","02120",
"RONCHERES","02655","02130",
"ROUCY","02656","02160",
"ROUGERIES","02657","02140",
"ROUPY","02658","02590",
"ROUVROY","02659","02100",
"ROUVROY SUR SERRE","02660","02360",
"ROYAUCOURT ET CHAILVET","02661","02000",
"ROZET ST ALBIN","02662","02210",
"ROZIERES SUR CRISE","02663","02200",
"ROZOY BELLEVALLE","02664","02540",
"GRAND ROZOY","02665","02210",
"ROZOY SUR SERRE","02666","02360",
"SACONIN ET BREUIL","02667","02200",
"SAINS RICHAUMONT","02668","02120",
"ST ALGIS","02670","02260",
"ST AUBIN","02671","02300",
"ST BANDRY","02672","02290",
"ST CHRISTOPHE A BERRY","02673","02290",
"ST CLEMENT","02674","02360",
"STE CROIX","02675","02820",
"ST ERME OUTRE ET RAMECOURT","02676","02820",
"ST EUGENE","02677","02330",
"STE GENEVIEVE","02678","02340",
"ST GENGOULPH","02679","02810",
"ST GOBAIN","02680","02410",
"ST GOBERT","02681","02140",
"ST MARD","02682","02220",
"ST MARTIN RIVIERE","02683","02110",
"ST MICHEL","02684","02830",
"ST NICOLAS AUX BOIS","02685","02410",
"ST PAUL AUX BOIS","02686","02300",
"ST PIERRE AIGLE","02687","02600",
"ST PIERRE LES FRANQUEVILLE","02688","02140",
"ST PIERREMONT","02689","02250",
"STE PREUVE","02690","02350",
"ST QUENTIN","02691","02100",
"ST REMY BLANZY","02693","02210",
"ST SIMON","02694","02640",
"ST THOMAS","02696","02820",
"SAMOUSSY","02697","02840",
"SANCY LES CHEMINOTS","02698","02880",
"SAPONAY","02699","02130",
"SAULCHERY","02701","02310",
"SAVY","02702","02590",
"SEBONCOURT","02703","02110",
"SELENS","02704","02300",
"LA SELVE","02705","02150",
"SEPTMONTS","02706","02200",
"SEPTVAUX","02707","02410",
"SEQUEHART","02708","02420",
"SERAIN","02709","02110",
"SERAUCOURT LE GRAND","02710","02790",
"SERCHES","02711","02220",
"SERGY","02712","02130",
"SERINGES ET NESLES","02713","02130",
"SERMOISE","02714","02220",
"SERVAL","02715","02160",
"SERVAIS","02716","02700",
"SERY LES MEZIERES","02717","02240",
"SILLY LA POTERIE","02718","02460",
"SINCENY","02719","02300",
"SISSONNE","02720","02150",
"SISSY","02721","02240",
"SOISSONS","02722","02200",
"SOIZE","02723","02340",
"SOMMELANS","02724","02470",
"SOMMERON","02725","02260",
"SOMMETTE EAUCOURT","02726","02480",
"SONS ET RONCHERES","02727","02270",
"SORBAIS","02728","02580",
"SOUCY","02729","02600",
"SOUPIR","02730","02160",
"LE SOURD","02731","02140",
"SURFONTAINE","02732","02240",
"TAILLEFONTAINE","02734","02600",
"TANNIERES","02735","02220",
"TARTIERS","02736","02290",
"TAVAUX ET PONTSERICOURT","02737","02250",
"TERGNIER","02738","02700",
"TERGNIER","02738","02700","FARGNIERS"
"TERGNIER","02738","02700","QUESSY"
"TERGNIER","02738","02700","VOUEL"
"TERNY SORNY","02739","02880",
"THENAILLES","02740","02140",
"THENELLES","02741","02390",
"THIERNU","02742","02250",
"LE THUEL","02743","02340",
"TORCY EN VALOIS","02744","02810",
"TOULIS ET ATTENCOURT","02745","02250",
"TRAVECY","02746","02800",
"TREFCON","02747","02490",
"TRELOU SUR MARNE","02748","02850",
"TROESNES","02749","02460",
"TROSLY LOIRE","02750","02300",
"TRUCY","02751","02860",
"TUGNY ET PONT","02752","02640",
"TUPIGNY","02753","02120",
"UGNY LE GAY","02754","02300",
"URCEL","02755","02000",
"URVILLERS","02756","02690",
"VADENCOURT","02757","02120",
"VADENCOURT","02757","02120","LONGCHAMPS"
"VAILLY SUR AISNE","02758","02370",
"LA VALLEE AU BLE","02759","02140",
"LA VALLEE MULATRE","02760","02110",
"VARISCOURT","02761","02190",
"VASSENS","02762","02290",
"VASSENY","02763","02220",
"VASSOGNE","02764","02160",
"VAUCELLES ET BEFFECOURT","02765","02000",
"VAUDESSON","02766","02320",
"VAUXREZIS","02767","02200",
"VAUXAILLON","02768","02320",
"VAUX ANDIGNY","02769","02110",
"VAUXBUIN","02770","02200",
"VAUX EN VERMANDOIS","02772","02590",
"VAUXTIN","02773","02220",
"VENDELLES","02774","02490",
"VENDEUIL","02775","02800",
"VENDHUILE","02776","02420",
"VENDIERES","02777","02540",
"VENDRESSE BEAULNE","02778","02160",
"VENEROLLES","02779","02510",
"VENIZEL","02780","02200",
"VERDILLY","02781","02400",
"LE VERGUIER","02782","02490",
"GRAND VERLY","02783","02120",
"PETIT VERLY","02784","02630",
"VERMAND","02785","02490",
"VERNEUIL SOUS COUCY","02786","02380",
"VERNEUIL SUR SERRE","02787","02000",
"VERSIGNY","02788","02800",
"VERVINS","02789","02140",
"VESLES ET CAUMONT","02790","02350",
"VESLUD","02791","02840",
"VEUILLY LA POTERIE","02792","02810",
"VEZAPONIN","02793","02290",
"VEZILLY","02794","02130",
"VIC SUR AISNE","02795","02290",
"VICHEL NANTEUIL","02796","02210",
"VIEL ARCY","02797","02160",
"VIELS MAISONS","02798","02540",
"VIERZY","02799","02210",
"VIFFORT","02800","02540",
"VIGNEUX HOCQUET","02801","02340",
"LA VILLE AUX BOIS LES DIZY","02802","02340",
"LA VILLE AUX BOIS LES PONTAVERT","02803","02160",
"VILLEMONTOIRE","02804","02210",
"VILLENEUVE ST GERMAIN","02805","02200",
"VILLENEUVE SUR FERE","02806","02130",
"VILLEQUIER AUMONT","02807","02300",
"VILLERET","02808","02420",
"VILLERS AGRON AIGUIZY","02809","02130",
"VILLERS COTTERETS","02810","02600",
"VILLERS COTTERETS","02810","02600","PISSELEUX"
"VILLERS HELON","02812","02600",
"VILLERS LE SEC","02813","02240",
"VILLERS LES GUISE","02814","02120",
"VILLERS ST CHRISTOPHE","02815","02590",
"VILLERS SUR FERE","02816","02130",
"VILLE SAVOYE","02817","02220",
"VILLIERS ST DENIS","02818","02310",
"VINCY REUIL ET MAGNY","02819","02340",
"VIRY NOUREUIL","02820","02300",
"VIVAISE","02821","02870",
"VIVIERES","02822","02600",
"VOHARIES","02823","02140",
"VORGES","02824","02860",
"VOULPAIX","02826","02140",
"VOYENNE","02827","02250",
"VREGNY","02828","02880",
"VUILLERY","02829","02880",
"WASSIGNY","02830","02630",
"WATIGNY","02831","02830",
"WIEGE FATY","02832","02120",
"WIMY","02833","02500",
"WISSIGNICOURT","02834","02320",
"ABREST","03001","03200",
"AGONGES","03002","03210",
"AINAY LE CHATEAU","03003","03360",
"ANDELAROCHE","03004","03120",
"ARCHIGNAT","03005","03380",
"ARFEUILLES","03006","03120",
"ARPHEUILLES ST PRIEST","03007","03420",
"ARRONNES","03008","03250",
"AUBIGNY","03009","03460",
"AUDES","03010","03190",
"AUROUER","03011","03460",
"AUTRY ISSARDS","03012","03210",
"AVERMES","03013","03000",
"AVRILLY","03014","03130",
"BAGNEUX","03015","03460",
"BARBERIER","03016","03140",
"BARRAIS BUSSOLLES","03017","03120",
"BAYET","03018","03500",
"BEAULON","03019","03230",
"BEAUNE D ALLIER","03020","03390",
"BEGUES","03021","03800",
"BELLENAVES","03022","03330",
"BELLERIVE SUR ALLIER","03023","03700",
"BERT","03024","03130",
"BESSAY SUR ALLIER","03025","03340",
"BESSON","03026","03210",
"BEZENET","03027","03170",
"BILLEZOIS","03028","03120",
"BILLY","03029","03260",
"BIOZAT","03030","03800",
"BIZENEUILLE","03031","03170",
"BLOMARD","03032","03390",
"BOST","03033","03300",
"BOUCE","03034","03150",
"LE BOUCHAUD","03035","03130",
"BOURBON L ARCHAMBAULT","03036","03160",
"BRAIZE","03037","03360",
"BRANSAT","03038","03500",
"BRESNAY","03039","03210",
"BRESSOLLES","03040","03000",
"LE BRETHON","03041","03350",
"LE BREUIL","03042","03120",
"BROUT VERNET","03043","03110",
"BRUGHEAS","03044","03700",
"BUSSET","03045","03270",
"BUXIERES LES MINES","03046","03440",
"LA CELLE","03047","03600",
"CERILLY","03048","03350",
"CESSET","03049","03500",
"LA CHABANNE","03050","03250",
"CHAMBERAT","03051","03370",
"CHAMBLET","03052","03170",
"CHANTELLE","03053","03140",
"CHAPEAU","03054","03340",
"LA CHAPELAUDE","03055","03380",
"LA CHAPELLE","03056","03300",
"LA CHAPELLE AUX CHASSES","03057","03230",
"CHAPPES","03058","03390",
"CHAREIL CINTRAT","03059","03140",
"CHARMEIL","03060","03110",
"CHARMES","03061","03800",
"CHARROUX","03062","03140",
"CHASSENARD","03063","03510",
"CHATEAU SUR ALLIER","03064","03320",
"CHATEL DE NEUVRE","03065","03500",
"CHATEL MONTAGNE","03066","03250",
"CHATELPERRON","03067","03220",
"CHATELUS","03068","03120",
"CHATILLON","03069","03210",
"CHAVENON","03070","03440",
"CHAVROCHES","03071","03220",
"CHAZEMAIS","03072","03370",
"CHEMILLY","03073","03210",
"CHEVAGNES","03074","03230",
"CHEZELLE","03075","03140",
"CHEZY","03076","03230",
"CHIRAT L EGLISE","03077","03330",
"CHOUVIGNY","03078","03450",
"CINDRE","03079","03220",
"COGNAT LYONNE","03080","03110",
"COLOMBIER","03081","03600",
"COMMENTRY","03082","03600",
"CONTIGNY","03083","03500",
"COSNE D ALLIER","03084","03430",
"COULANDON","03085","03000",
"COULANGES","03086","03470",
"COULEUVRE","03087","03320",
"COURCAIS","03088","03370",
"COUTANSOUZE","03089","03330",
"COUZON","03090","03160",
"CRECHY","03091","03150",
"CRESSANGES","03092","03240",
"CREUZIER LE NEUF","03093","03300",
"CREUZIER LE VIEUX","03094","03300",
"CUSSET","03095","03300",
"DENEUILLE LES CHANTELLE","03096","03140",
"DENEUILLE LES MINES","03097","03170",
"DESERTINES","03098","03630",
"DEUX CHAISES","03099","03240",
"DIOU","03100","03290",
"DOMERAT","03101","03410",
"DOMPIERRE SUR BESBRE","03102","03290",
